threshold	precision	recall
0.0	0.07964601769911504	1.0
0.0005	0.3212669683257919	0.7888888888888889
0.001	0.38764044943820225	0.7666666666666667
0.0015	0.40350877192982454	0.7666666666666667
0.002	0.4339622641509434	0.7666666666666667
0.0025	0.44966442953020136	0.7444444444444445
0.003	0.47183098591549294	0.7444444444444445
0.0035	0.5076923076923077	0.7333333333333333
0.004	0.52	0.7222222222222222
0.0045000000000000005	0.5289256198347108	0.7111111111111111
0.005	0.525	0.7
0.0055	0.5294117647058824	0.7
0.006	0.5299145299145299	0.6888888888888889
0.006500000000000001	0.5304347826086957	0.6777777777777778
0.007	0.5398230088495575	0.6777777777777778
0.0075	0.5446428571428571	0.6777777777777778
0.008	0.5596330275229358	0.6777777777777778
0.0085	0.5700934579439252	0.6777777777777778
0.009000000000000001	0.5700934579439252	0.6777777777777778
0.0095	0.580952380952381	0.6777777777777778
0.01	0.5922330097087378	0.6777777777777778
0.0105	0.5922330097087378	0.6777777777777778
0.011	0.6060606060606061	0.6666666666666666
0.0115	0.6122448979591837	0.6666666666666666
0.012	0.6122448979591837	0.6666666666666666
0.0125	0.6382978723404256	0.6666666666666666
0.013000000000000001	0.6382978723404256	0.6666666666666666
0.0135	0.6382978723404256	0.6666666666666666
0.014	0.6451612903225806	0.6666666666666666
0.0145	0.6451612903225806	0.6666666666666666
0.015	0.6451612903225806	0.6666666666666666
0.0155	0.6451612903225806	0.6666666666666666
0.016	0.6451612903225806	0.6666666666666666
0.0165	0.6451612903225806	0.6666666666666666
0.017	0.6451612903225806	0.6666666666666666
0.0175	0.6451612903225806	0.6666666666666666
0.018000000000000002	0.6451612903225806	0.6666666666666666
0.0185	0.6521739130434783	0.6666666666666666
0.019	0.6521739130434783	0.6666666666666666
0.0195	0.6521739130434783	0.6666666666666666
0.02	0.6483516483516484	0.6555555555555556
0.0205	0.6483516483516484	0.6555555555555556
0.021	0.6483516483516484	0.6555555555555556
0.021500000000000002	0.6483516483516484	0.6555555555555556
0.022	0.6483516483516484	0.6555555555555556
0.0225	0.6483516483516484	0.6555555555555556
0.023	0.651685393258427	0.6444444444444445
0.0235	0.651685393258427	0.6444444444444445
0.024	0.6590909090909091	0.6444444444444445
0.0245	0.6590909090909091	0.6444444444444445
0.025	0.6590909090909091	0.6444444444444445
0.025500000000000002	0.6590909090909091	0.6444444444444445
0.026000000000000002	0.6590909090909091	0.6444444444444445
0.0265	0.6666666666666666	0.6444444444444445
0.027	0.6744186046511628	0.6444444444444445
0.0275	0.6744186046511628	0.6444444444444445
0.028	0.6744186046511628	0.6444444444444445
0.0285	0.6744186046511628	0.6444444444444445
0.029	0.6744186046511628	0.6444444444444445
0.029500000000000002	0.6744186046511628	0.6444444444444445
0.03	0.6744186046511628	0.6444444444444445
0.0305	0.6823529411764706	0.6444444444444445
0.031	0.6823529411764706	0.6444444444444445
0.0315	0.6823529411764706	0.6444444444444445
0.032	0.6904761904761905	0.6444444444444445
0.0325	0.6904761904761905	0.6444444444444445
0.033	0.6904761904761905	0.6444444444444445
0.0335	0.6904761904761905	0.6444444444444445
0.034	0.6904761904761905	0.6444444444444445
0.0345	0.6904761904761905	0.6444444444444445
0.035	0.7073170731707317	0.6444444444444445
0.035500000000000004	0.7073170731707317	0.6444444444444445
0.036000000000000004	0.7073170731707317	0.6444444444444445
0.0365	0.7037037037037037	0.6333333333333333
0.037	0.7037037037037037	0.6333333333333333
0.0375	0.7037037037037037	0.6333333333333333
0.038	0.7037037037037037	0.6333333333333333
0.0385	0.7037037037037037	0.6333333333333333
0.039	0.7037037037037037	0.6333333333333333
0.0395	0.7125	0.6333333333333333
0.04	0.7125	0.6333333333333333
0.0405	0.7125	0.6333333333333333
0.041	0.7125	0.6333333333333333
0.0415	0.7125	0.6333333333333333
0.042	0.7215189873417721	0.6333333333333333
0.0425	0.7215189873417721	0.6333333333333333
0.043000000000000003	0.7215189873417721	0.6333333333333333
0.043500000000000004	0.7215189873417721	0.6333333333333333
0.044	0.7215189873417721	0.6333333333333333
0.0445	0.7307692307692307	0.6333333333333333
0.045	0.7307692307692307	0.6333333333333333
0.0455	0.7307692307692307	0.6333333333333333
0.046	0.7307692307692307	0.6333333333333333
0.0465	0.7307692307692307	0.6333333333333333
0.047	0.7307692307692307	0.6333333333333333
0.0475	0.7307692307692307	0.6333333333333333
0.048	0.7307692307692307	0.6333333333333333
0.0485	0.7307692307692307	0.6333333333333333
0.049	0.7307692307692307	0.6333333333333333
0.0495	0.7307692307692307	0.6333333333333333
0.05	0.7307692307692307	0.6333333333333333
0.0505	0.7307692307692307	0.6333333333333333
0.051000000000000004	0.7307692307692307	0.6333333333333333
0.051500000000000004	0.7307692307692307	0.6333333333333333
0.052000000000000005	0.7307692307692307	0.6333333333333333
0.0525	0.7307692307692307	0.6333333333333333
0.053	0.7307692307692307	0.6333333333333333
0.0535	0.7307692307692307	0.6333333333333333
0.054	0.7307692307692307	0.6333333333333333
0.0545	0.7307692307692307	0.6333333333333333
